http://purl.org/linked-data/sdmx/2009/dimension#refArea,Reference Area,Access To Services,Education Skills And Training,Employment,Health,Housing,Income,SIMD
http://statistics.gov.scot/id/statistical-geography/S01004865,S01004865,836,2129,2202,3216,4190,2963,2396
http://statistics.gov.scot/id/statistical-geography/S01004866,S01004866,1652,3016,2531,2894,5164,2561,2704
http://statistics.gov.scot/id/statistical-geography/S01004867,S01004867,1446,5352,3855,4045,5826,5330,4668
http://statistics.gov.scot/id/statistical-geography/S01004868,S01004868,5116,1353,1111,999,1556,889,1076
http://statistics.gov.scot/id/statistical-geography/S01004869,S01004869,1501,4890,5138,5791,5854,5988,5543
http://statistics.gov.scot/id/statistical-geography/S01004870,S01004870,1595,3364,3274,3874,2730,3904,3557
http://statistics.gov.scot/id/statistical-geography/S01004871,S01004871,1494,2846,2330,3521,3645,3033,2766
http://statistics.gov.scot/id/statistical-geography/S01004872,S01004872,1232,2164,2203,3063,2979,2481,2277
http://statistics.gov.scot/id/statistical-geography/S01004873,S01004873,1121,4361,3330,3657,5531,3639,3631
http://statistics.gov.scot/id/statistical-geography/S01004874,S01004874,2516,1776,1531,2520,2579,1893,1807
http://statistics.gov.scot/id/statistical-geography/S01004875,S01004875,4213,2495,3629,1978,2554,3198,3212
http://statistics.gov.scot/id/statistical-geography/S01004876,S01004876,2912,2691,2486,2975,4514,3193,3026
http://statistics.gov.scot/id/statistical-geography/S01004877,S01004877,1588,1390,1992,3294,4776,2753,2270
http://statistics.gov.scot/id/statistical-geography/S01004878,S01004878,2111,3676,2819,3250,4728,3088,3247
http://statistics.gov.scot/id/statistical-geography/S01004879,S01004879,4073,2518,2417,2296,1860,1593,2172
http://statistics.gov.scot/id/statistical-geography/S01004880,S01004880,2237,1674,1360,1920,2507,1124,1368
http://statistics.gov.scot/id/statistical-geography/S01004881,S01004881,3073,2249,2430,3380,3901,2296,2640
http://statistics.gov.scot/id/statistical-geography/S01004882,S01004882,2112,756,1928,2667,4848,1954,1771
http://statistics.gov.scot/id/statistical-geography/S01004883,S01004883,677,2400,4566,5025,5204,2127,3019
http://statistics.gov.scot/id/statistical-geography/S01004884,S01004884,997,1562,5454,5420,5926,6226,4597
http://statistics.gov.scot/id/statistical-geography/S01004885,S01004885,3480,719,1191,2498,3156,1125,1260
http://statistics.gov.scot/id/statistical-geography/S01004886,S01004886,1715,995,1425,2809,1274,1100,1253
http://statistics.gov.scot/id/statistical-geography/S01004887,S01004887,566,2646,3023,3050,5442,3209,2764
http://statistics.gov.scot/id/statistical-geography/S01004888,S01004888,843,4250,6280,5969,6053,6355,5627
http://statistics.gov.scot/id/statistical-geography/S01004889,S01004889,3888,1867,2375,2842,3694,2137,2459
http://statistics.gov.scot/id/statistical-geography/S01004890,S01004890,2723,992,1145,2007,1810,533,917
http://statistics.gov.scot/id/statistical-geography/S01004891,S01004891,3717,306,1026,1035,2127,732,740
http://statistics.gov.scot/id/statistical-geography/S01004892,S01004892,1527,5707,5189,5209,6221,5630,5508
http://statistics.gov.scot/id/statistical-geography/S01004893,S01004893,1410,2248,1892,1273,3359,1252,1520
http://statistics.gov.scot/id/statistical-geography/S01004894,S01004894,1853,3071,1790,2493,3011,1818,2030
http://statistics.gov.scot/id/statistical-geography/S01004895,S01004895,2550,1858,1538,2352,3720,1496,1704
http://statistics.gov.scot/id/statistical-geography/S01004896,S01004896,3239,1649,2861,2063,3007,2920,2630
http://statistics.gov.scot/id/statistical-geography/S01004897,S01004897,2144,4025,5648,4922,5111,5668,5445
http://statistics.gov.scot/id/statistical-geography/S01004898,S01004898,1657,2552,2491,2882,3468,2986,2695
http://statistics.gov.scot/id/statistical-geography/S01004899,S01004899,2133,1881,3155,3292,5302,2770,2933
http://statistics.gov.scot/id/statistical-geography/S01004900,S01004900,1684,4293,5050,5406,6409,5568,5301
http://statistics.gov.scot/id/statistical-geography/S01004901,S01004901,3545,1292,1696,1733,1745,1249,1488
http://statistics.gov.scot/id/statistical-geography/S01004902,S01004902,1177,2865,2304,2700,3144,2915,2508
http://statistics.gov.scot/id/statistical-geography/S01004903,S01004903,1146,4243,4651,5371,5822,5835,5018
http://statistics.gov.scot/id/statistical-geography/S01004904,S01004904,3289,2728,1356,2029,2036,1782,1785
http://statistics.gov.scot/id/statistical-geography/S01004905,S01004905,1068,2474,2402,2786,3674,2728,2450
http://statistics.gov.scot/id/statistical-geography/S01004906,S01004906,3463,2528,3079,1873,3483,2253,2652
http://statistics.gov.scot/id/statistical-geography/S01004907,S01004907,3739,4402,4182,4855,5950,5527,5292
http://statistics.gov.scot/id/statistical-geography/S01004908,S01004908,1250,2044,1988,2854,2836,2074,2010
http://statistics.gov.scot/id/statistical-geography/S01004909,S01004909,2361,3905,3445,4127,3377,4189,4019
http://statistics.gov.scot/id/statistical-geography/S01004910,S01004910,1046,1637,2091,3468,4875,2763,2294
http://statistics.gov.scot/id/statistical-geography/S01004911,S01004911,1201,4342,6065,5903,5907,6272,5725
http://statistics.gov.scot/id/statistical-geography/S01004912,S01004912,1429,2093,1728,2558,1858,2048,1845
http://statistics.gov.scot/id/statistical-geography/S01004913,S01004913,3041,1074,590,2646,1303,1512,1115
http://statistics.gov.scot/id/statistical-geography/S01004914,S01004914,3902,4787,5873,4292,5845,5025,5718
http://statistics.gov.scot/id/statistical-geography/S01004915,S01004915,3963,2738,1398,1711,2148,994,1495
http://statistics.gov.scot/id/statistical-geography/S01004916,S01004916,5036,1477,1388,2531,1754,1499,1661
http://statistics.gov.scot/id/statistical-geography/S01004917,S01004917,1401,3679,6301,5415,6005,6450,5716
http://statistics.gov.scot/id/statistical-geography/S01004918,S01004918,2739,3883,5531,5502,6003,5254,5523
http://statistics.gov.scot/id/statistical-geography/S01004919,S01004919,1323,1956,1084,2274,2815,912,1177
http://statistics.gov.scot/id/statistical-geography/S01004920,S01004920,1454,2170,2041,2870,1625,2667,2199
http://statistics.gov.scot/id/statistical-geography/S01004921,S01004921,1196,2886,2238,3177,4485,2140,2348
http://statistics.gov.scot/id/statistical-geography/S01004922,S01004922,3087,4216,5428,5757,6470,6060,5964
http://statistics.gov.scot/id/statistical-geography/S01004923,S01004923,1771,2710,2710,4151,5638,2047,2712
http://statistics.gov.scot/id/statistical-geography/S01004924,S01004924,1522,2800,2508,2697,4690,3254,2829
http://statistics.gov.scot/id/statistical-geography/S01004925,S01004925,4955,3368,3493,3108,4935,3047,3756
http://statistics.gov.scot/id/statistical-geography/S01004926,S01004926,1963,5116,5451,5499,6180,6149,5881
http://statistics.gov.scot/id/statistical-geography/S01004927,S01004927,965,4204,4670,5272,5306,6092,4982
http://statistics.gov.scot/id/statistical-geography/S01004928,S01004928,801,5853,5814,5289,6434,5149,5278
http://statistics.gov.scot/id/statistical-geography/S01004929,S01004929,1186,4074,4433,2926,5851,5628,4436
http://statistics.gov.scot/id/statistical-geography/S01004930,S01004930,3750,1426,813,1695,1544,1628,1271
http://statistics.gov.scot/id/statistical-geography/S01004931,S01004931,3462,1727,1023,1788,1773,1285,1322
http://statistics.gov.scot/id/statistical-geography/S01004932,S01004932,5973,884,1501,1111,1563,1010,1204
http://statistics.gov.scot/id/statistical-geography/S01004933,S01004933,1511,749,1569,2130,3955,1800,1494
http://statistics.gov.scot/id/statistical-geography/S01004934,S01004934,4051,1708,2422,2230,1753,2213,2272
http://statistics.gov.scot/id/statistical-geography/S01004935,S01004935,4535,3662,4831,4719,5390,6193,5658
http://statistics.gov.scot/id/statistical-geography/S01004936,S01004936,5429,2850,1715,2313,3250,1917,2245
http://statistics.gov.scot/id/statistical-geography/S01004937,S01004937,1078,1568,238,711,1464,610,457
http://statistics.gov.scot/id/statistical-geography/S01004938,S01004938,3982,2112,1677,3277,3597,2525,2423
http://statistics.gov.scot/id/statistical-geography/S01004939,S01004939,5523,1693,1637,2399,1461,2903,2251
http://statistics.gov.scot/id/statistical-geography/S01004940,S01004940,3532,2291,2685,2931,2415,3513,3075
http://statistics.gov.scot/id/statistical-geography/S01004941,S01004941,1681,1363,1716,2534,1831,1699,1638
http://statistics.gov.scot/id/statistical-geography/S01004942,S01004942,1879,3597,3865,5246,3275,4734,4362
http://statistics.gov.scot/id/statistical-geography/S01004943,S01004943,3143,2452,2952,3574,3318,3068,3196
http://statistics.gov.scot/id/statistical-geography/S01004944,S01004944,2743,2903,2522,2017,3938,3152,2831
http://statistics.gov.scot/id/statistical-geography/S01004945,S01004945,3918,3124,3722,2732,4038,3732,3825
http://statistics.gov.scot/id/statistical-geography/S01004946,S01004946,229,4598,5358,5907,2814,5458,4420
http://statistics.gov.scot/id/statistical-geography/S01004947,S01004947,202,4458,5606,5531,4467,4879,4333
http://statistics.gov.scot/id/statistical-geography/S01004948,S01004948,4368,5037,5030,5430,1361,4778,5219
http://statistics.gov.scot/id/statistical-geography/S01004949,S01004949,175,4457,5038,6020,2969,5816,4345
http://statistics.gov.scot/id/statistical-geography/S01004950,S01004950,377,4783,5006,5772,4069,5357,4584
http://statistics.gov.scot/id/statistical-geography/S01004951,S01004951,1673,4195,4247,5368,2231,2715,3726
http://statistics.gov.scot/id/statistical-geography/S01004952,S01004952,2621,5161,5848,6064,5611,4775,5754
http://statistics.gov.scot/id/statistical-geography/S01004953,S01004953,4139,2712,3609,4069,3083,3568,3848
http://statistics.gov.scot/id/statistical-geography/S01004954,S01004954,1551,3626,4103,3993,3540,3234,3701
http://statistics.gov.scot/id/statistical-geography/S01004955,S01004955,3128,3966,3940,4560,2208,3366,4003
http://statistics.gov.scot/id/statistical-geography/S01004956,S01004956,672,4589,4591,6091,3621,3854,4175
http://statistics.gov.scot/id/statistical-geography/S01004957,S01004957,646,4973,6423,6224,5096,6050,5559
http://statistics.gov.scot/id/statistical-geography/S01004958,S01004958,5342,3640,3209,3783,2812,2996,3698
http://statistics.gov.scot/id/statistical-geography/S01004959,S01004959,5960,3674,3882,2636,794,3322,3643
http://statistics.gov.scot/id/statistical-geography/S01004960,S01004960,5506,4578,4043,4424,2422,4969,4983
http://statistics.gov.scot/id/statistical-geography/S01004961,S01004961,4121,4479,4414,3770,1927,4300,4562
http://statistics.gov.scot/id/statistical-geography/S01004962,S01004962,841,5565,6369,5779,6153,6269,5854
http://statistics.gov.scot/id/statistical-geography/S01004963,S01004963,561,5640,3886,5112,4973,3859,3981
http://statistics.gov.scot/id/statistical-geography/S01004964,S01004964,269,5329,4934,6340,3377,5070,4446
http://statistics.gov.scot/id/statistical-geography/S01004965,S01004965,433,4485,4111,5271,2894,4097,3798
http://statistics.gov.scot/id/statistical-geography/S01004966,S01004966,197,4723,5247,6457,3314,5593,4495
http://statistics.gov.scot/id/statistical-geography/S01004967,S01004967,166,5297,4026,6026,3075,4422,3784
http://statistics.gov.scot/id/statistical-geography/S01004968,S01004968,387,4300,3154,4489,1109,4637,3278
http://statistics.gov.scot/id/statistical-geography/S01004969,S01004969,87,4590,2874,5034,685,2089,2116
http://statistics.gov.scot/id/statistical-geography/S01004970,S01004970,43,4279,4089,5730,818,4342,3088
http://statistics.gov.scot/id/statistical-geography/S01004971,S01004971,27,4705,2577,5790,1331,3388,2473
http://statistics.gov.scot/id/statistical-geography/S01004972,S01004972,595,4679,3610,3246,1669,3770,3269
http://statistics.gov.scot/id/statistical-geography/S01004973,S01004973,384,5478,4949,5850,5458,4154,4374
http://statistics.gov.scot/id/statistical-geography/S01004974,S01004974,345,5497,4170,6285,4022,5156,4378
http://statistics.gov.scot/id/statistical-geography/S01004975,S01004975,528,6134,6271,6104,6056,5916,5600
http://statistics.gov.scot/id/statistical-geography/S01004976,S01004976,2072,4628,3288,3282,3923,3227,3594
http://statistics.gov.scot/id/statistical-geography/S01004977,S01004977,3892,3189,3077,2798,3407,2642,3152
http://statistics.gov.scot/id/statistical-geography/S01004978,S01004978,3506,4449,5412,6176,6193,5050,5798
http://statistics.gov.scot/id/statistical-geography/S01004979,S01004979,4144,6248,5713,6053,6191,5746,6367
http://statistics.gov.scot/id/statistical-geography/S01004980,S01004980,2663,5966,6159,6408,5954,6391,6405
http://statistics.gov.scot/id/statistical-geography/S01004981,S01004981,226,5901,6024,5912,4773,5449,4921
http://statistics.gov.scot/id/statistical-geography/S01004982,S01004982,357,5540,6173,6024,5753,4956,4991
http://statistics.gov.scot/id/statistical-geography/S01004983,S01004983,2947,4771,4378,4990,3530,3528,4497
http://statistics.gov.scot/id/statistical-geography/S01004984,S01004984,839,4774,5319,5599,4766,5055,4941
http://statistics.gov.scot/id/statistical-geography/S01004985,S01004985,1211,5436,5485,5175,4828,5105,5207
http://statistics.gov.scot/id/statistical-geography/S01004986,S01004986,1455,6031,5414,6147,6047,4899,5495
http://statistics.gov.scot/id/statistical-geography/S01004987,S01004987,222,6345,6205,5775,6279,5306,5013
http://statistics.gov.scot/id/statistical-geography/S01004988,S01004988,1344,6241,6407,5893,5781,6444,6211
http://statistics.gov.scot/id/statistical-geography/S01004989,S01004989,152,5516,6468,6063,4645,6101,5019
http://statistics.gov.scot/id/statistical-geography/S01004990,S01004990,268,5002,6188,5610,3776,4607,4538
http://statistics.gov.scot/id/statistical-geography/S01004991,S01004991,972,5634,4196,4026,4952,4368,4317
http://statistics.gov.scot/id/statistical-geography/S01004992,S01004992,3260,2836,3745,3773,1837,2887,3413
http://statistics.gov.scot/id/statistical-geography/S01004993,S01004993,1264,5986,5789,6289,6235,6275,6037
http://statistics.gov.scot/id/statistical-geography/S01004994,S01004994,3981,5628,5387,5782,5596,4815,5900
http://statistics.gov.scot/id/statistical-geography/S01004995,S01004995,4430,4870,5177,4928,4111,3807,5121
http://statistics.gov.scot/id/statistical-geography/S01004996,S01004996,1288,5604,5951,5374,3916,4184,5050
http://statistics.gov.scot/id/statistical-geography/S01004997,S01004997,968,4955,4666,5398,3505,4573,4568
http://statistics.gov.scot/id/statistical-geography/S01004998,S01004998,477,5121,5793,5677,5176,4407,4698
http://statistics.gov.scot/id/statistical-geography/S01004999,S01004999,624,4065,5100,4433,1857,4054,3927
http://statistics.gov.scot/id/statistical-geography/S01005000,S01005000,2384,4450,5021,4197,1974,4535,4662
http://statistics.gov.scot/id/statistical-geography/S01005001,S01005001,934,6203,5959,6309,5540,5730,5751
http://statistics.gov.scot/id/statistical-geography/S01005002,S01005002,1030,6252,5562,4899,5564,5613,5417
http://statistics.gov.scot/id/statistical-geography/S01005003,S01005003,207,5396,4773,5882,3574,4179,4005
http://statistics.gov.scot/id/statistical-geography/S01005004,S01005004,1661,3931,5136,5381,3350,3446,4349
http://statistics.gov.scot/id/statistical-geography/S01005005,S01005005,3914,3342,5017,5727,4757,3787,4869
http://statistics.gov.scot/id/statistical-geography/S01005006,S01005006,4931,6095,4753,4416,4368,4449,5381
http://statistics.gov.scot/id/statistical-geography/S01005007,S01005007,1816,4264,3425,3286,4518,2943,3457
http://statistics.gov.scot/id/statistical-geography/S01005008,S01005008,516,6002,6175,5795,4633,5917,5403
http://statistics.gov.scot/id/statistical-geography/S01005009,S01005009,661,5920,4451,5344,5082,5018,4686
http://statistics.gov.scot/id/statistical-geography/S01005010,S01005010,6072,3381,3172,3546,2573,2850,3576
http://statistics.gov.scot/id/statistical-geography/S01005011,S01005011,4391,1942,2650,1670,1980,1541,2035
http://statistics.gov.scot/id/statistical-geography/S01005012,S01005012,6300,5019,3303,3036,1298,3760,3985
http://statistics.gov.scot/id/statistical-geography/S01005013,S01005013,2109,3041,4430,4335,3058,3890,4070
http://statistics.gov.scot/id/statistical-geography/S01005014,S01005014,3491,1943,3294,3934,2937,2831,3156
http://statistics.gov.scot/id/statistical-geography/S01005015,S01005015,6181,4701,3996,3444,3925,4200,4714
http://statistics.gov.scot/id/statistical-geography/S01005016,S01005016,5980,5947,3314,3506,2246,3361,4142
http://statistics.gov.scot/id/statistical-geography/S01005017,S01005017,2262,5770,5598,5601,5499,5654,5933
http://statistics.gov.scot/id/statistical-geography/S01005018,S01005018,3358,3125,4625,3273,4648,3212,3994
http://statistics.gov.scot/id/statistical-geography/S01005019,S01005019,4794,1490,3197,1572,2556,3345,2782
http://statistics.gov.scot/id/statistical-geography/S01005020,S01005020,4299,6420,5044,3429,5101,3803,5053
http://statistics.gov.scot/id/statistical-geography/S01005021,S01005021,1810,6132,5642,6160,6058,6000,6082
http://statistics.gov.scot/id/statistical-geography/S01005022,S01005022,3210,4044,4582,4668,5113,4027,4730
http://statistics.gov.scot/id/statistical-geography/S01005023,S01005023,681,4992,4344,4044,2469,4804,4106
http://statistics.gov.scot/id/statistical-geography/S01005024,S01005024,3294,5042,4233,5626,4999,4583,5128
http://statistics.gov.scot/id/statistical-geography/S01005025,S01005025,315,5592,3887,4939,1611,3837,3512
http://statistics.gov.scot/id/statistical-geography/S01005026,S01005026,1894,5970,5438,5138,6406,6259,5958
http://statistics.gov.scot/id/statistical-geography/S01005027,S01005027,615,5376,4368,5872,4383,3498,4071
http://statistics.gov.scot/id/statistical-geography/S01005028,S01005028,4330,5610,4856,4516,5263,5211,5650
http://statistics.gov.scot/id/statistical-geography/S01005029,S01005029,6144,5219,5522,4985,3537,4825,5850
http://statistics.gov.scot/id/statistical-geography/S01005030,S01005030,4147,4721,6227,6023,5758,5626,6272
http://statistics.gov.scot/id/statistical-geography/S01005031,S01005031,5689,4242,3853,2249,3151,4132,4172
http://statistics.gov.scot/id/statistical-geography/S01005032,S01005032,4079,5863,5559,5178,5438,4907,5934
http://statistics.gov.scot/id/statistical-geography/S01005033,S01005033,1549,5922,6216,6266,6250,5586,6045
http://statistics.gov.scot/id/statistical-geography/S01005034,S01005034,696,5747,5976,6365,6374,6084,5699
http://statistics.gov.scot/id/statistical-geography/S01005035,S01005035,2306,3914,4985,4426,4225,5138,4980
http://statistics.gov.scot/id/statistical-geography/S01005036,S01005036,4278,5866,5927,5416,6377,6055,6383
http://statistics.gov.scot/id/statistical-geography/S01005037,S01005037,6324,1604,1709,964,851,1521,1536
http://statistics.gov.scot/id/statistical-geography/S01005038,S01005038,1518,5606,6202,5800,6453,5289,5831
http://statistics.gov.scot/id/statistical-geography/S01005039,S01005039,2441,5558,4640,5807,6430,5519,5623
http://statistics.gov.scot/id/statistical-geography/S01005040,S01005040,6489,2690,1895,1133,903,1696,1837
http://statistics.gov.scot/id/statistical-geography/S01005041,S01005041,6337,2476,1657,233,764,2131,1477
http://statistics.gov.scot/id/statistical-geography/S01005042,S01005042,2278,5802,5728,5916,6362,5831,6114
http://statistics.gov.scot/id/statistical-geography/S01005043,S01005043,4654,3950,2893,4123,4792,3121,3787
http://statistics.gov.scot/id/statistical-geography/S01005044,S01005044,5308,3256,5000,4014,4789,4523,4995
http://statistics.gov.scot/id/statistical-geography/S01005045,S01005045,1409,5537,6137,5992,6336,6279,6081
http://statistics.gov.scot/id/statistical-geography/S01005046,S01005046,3492,4892,4790,5569,4747,4958,5432
http://statistics.gov.scot/id/statistical-geography/S01005047,S01005047,6432,2878,2091,1037,782,1934,1978
http://statistics.gov.scot/id/statistical-geography/S01005048,S01005048,1516,6260,2547,5397,6501,5875,4569
http://statistics.gov.scot/id/statistical-geography/S01005049,S01005049,6177,3034,1233,1368,754,2071,1757
http://statistics.gov.scot/id/statistical-geography/S01005050,S01005050,3101,1347,1973,1647,1692,1413,1604
http://statistics.gov.scot/id/statistical-geography/S01005051,S01005051,1283,5658,6038,6369,6325,6376,6102
http://statistics.gov.scot/id/statistical-geography/S01005052,S01005052,107,4931,5279,5578,3457,4975,4101
http://statistics.gov.scot/id/statistical-geography/S01005053,S01005053,5008,903,1936,1419,1122,1079,1364
http://statistics.gov.scot/id/statistical-geography/S01005054,S01005054,2397,1534,2652,4030,1637,2058,2336
http://statistics.gov.scot/id/statistical-geography/S01005055,S01005055,3386,1137,2678,1727,2039,2836,2273
http://statistics.gov.scot/id/statistical-geography/S01005056,S01005056,6319,5491,3088,2606,1123,2532,3353
http://statistics.gov.scot/id/statistical-geography/S01005057,S01005057,3801,2406,1986,996,1819,1392,1655
http://statistics.gov.scot/id/statistical-geography/S01005058,S01005058,2339,2011,2124,3075,2582,1365,1908
http://statistics.gov.scot/id/statistical-geography/S01005059,S01005059,3455,2016,4781,3968,2057,3874,3962
http://statistics.gov.scot/id/statistical-geography/S01005060,S01005060,4176,962,2881,2772,1589,2133,2239
http://statistics.gov.scot/id/statistical-geography/S01005061,S01005061,4277,5244,2226,4701,4435,2113,3187
http://statistics.gov.scot/id/statistical-geography/S01005062,S01005062,1833,5475,5396,4641,5973,5920,5635
http://statistics.gov.scot/id/statistical-geography/S01005063,S01005063,1901,4467,5932,6241,5948,6354,6042
http://statistics.gov.scot/id/statistical-geography/S01005064,S01005064,4759,5752,6093,5466,5488,5929,6393
http://statistics.gov.scot/id/statistical-geography/S01005065,S01005065,5282,3470,3163,3070,2484,3280,3614
http://statistics.gov.scot/id/statistical-geography/S01005066,S01005066,3379,816,771,559,1615,311,535
http://statistics.gov.scot/id/statistical-geography/S01005067,S01005067,203,5845,4771,4851,3199,5113,4177
http://statistics.gov.scot/id/statistical-geography/S01005068,S01005068,4717,2667,4095,4272,2700,4624,4425
http://statistics.gov.scot/id/statistical-geography/S01005069,S01005069,2323,1993,2948,1818,2157,1682,2080
http://statistics.gov.scot/id/statistical-geography/S01005070,S01005070,4357,4399,4432,4854,3790,4004,4832
http://statistics.gov.scot/id/statistical-geography/S01005071,S01005071,5454,257,1321,900,1018,299,587
http://statistics.gov.scot/id/statistical-geography/S01005072,S01005072,2142,2040,2738,2189,1409,2012,2158
http://statistics.gov.scot/id/statistical-geography/S01005073,S01005073,105,5157,5332,6237,2989,5155,4235
http://statistics.gov.scot/id/statistical-geography/S01005074,S01005074,683,5316,5694,5203,4460,3805,4522
http://statistics.gov.scot/id/statistical-geography/S01005075,S01005075,3906,1169,1984,1173,1652,375,979
http://statistics.gov.scot/id/statistical-geography/S01005076,S01005076,2393,439,2716,2435,2504,2463,1924
http://statistics.gov.scot/id/statistical-geography/S01005077,S01005077,937,4463,6414,6491,6020,6302,5830
http://statistics.gov.scot/id/statistical-geography/S01005078,S01005078,1325,2670,4034,2762,3642,2625,3005
http://statistics.gov.scot/id/statistical-geography/S01005079,S01005079,1635,1245,1768,3422,3485,2088,1909
http://statistics.gov.scot/id/statistical-geography/S01005080,S01005080,2036,2122,2480,2887,2868,2415,2455
http://statistics.gov.scot/id/statistical-geography/S01005081,S01005081,1748,2239,2825,2452,2933,2976,2666
http://statistics.gov.scot/id/statistical-geography/S01005082,S01005082,1292,4724,5242,5221,4979,4560,4911
http://statistics.gov.scot/id/statistical-geography/S01005083,S01005083,4992,3459,3783,3671,4163,3721,4200
http://statistics.gov.scot/id/statistical-geography/S01005084,S01005084,899,2323,3171,3005,3272,2158,2435
http://statistics.gov.scot/id/statistical-geography/S01005085,S01005085,5437,3411,5368,5252,3163,4239,5151
http://statistics.gov.scot/id/statistical-geography/S01005086,S01005086,1383,2444,3633,1946,989,1728,2138
http://statistics.gov.scot/id/statistical-geography/S01005087,S01005087,4353,3293,4361,3955,4450,4083,4514
http://statistics.gov.scot/id/statistical-geography/S01005088,S01005088,4745,3302,4354,4114,4826,3471,4365
http://statistics.gov.scot/id/statistical-geography/S01005089,S01005089,2660,4730,5261,4577,5391,4215,5048
http://statistics.gov.scot/id/statistical-geography/S01005090,S01005090,5254,4652,5536,5801,5532,4753,5909
http://statistics.gov.scot/id/statistical-geography/S01005091,S01005091,2764,5769,6101,6033,6148,6342,6363
http://statistics.gov.scot/id/statistical-geography/S01005092,S01005092,975,4133,3556,2820,3485,4094,3511
http://statistics.gov.scot/id/statistical-geography/S01005093,S01005093,792,2532,3463,3327,3113,3681,3078
http://statistics.gov.scot/id/statistical-geography/S01005094,S01005094,246,4759,5560,5443,2441,5079,4328
http://statistics.gov.scot/id/statistical-geography/S01005095,S01005095,496,4287,4731,6071,4757,4706,4405
http://statistics.gov.scot/id/statistical-geography/S01005096,S01005096,1278,4789,4829,5522,5536,5410,5122
http://statistics.gov.scot/id/statistical-geography/S01005097,S01005097,752,6108,4435,5583,5412,5209,4876
http://statistics.gov.scot/id/statistical-geography/S01005098,S01005098,1170,5499,5583,3957,5418,4235,4757
http://statistics.gov.scot/id/statistical-geography/S01005099,S01005099,2893,5580,3945,4574,4206,4143,4677
http://statistics.gov.scot/id/statistical-geography/S01005100,S01005100,2034,5508,5897,5661,4698,4798,5575
http://statistics.gov.scot/id/statistical-geography/S01005101,S01005101,5137,4483,4388,3911,2734,4024,4675
http://statistics.gov.scot/id/statistical-geography/S01005102,S01005102,527,4366,3897,4755,4028,4359,3874
http://statistics.gov.scot/id/statistical-geography/S01005103,S01005103,478,5211,5736,6082,5392,5328,5056
http://statistics.gov.scot/id/statistical-geography/S01005104,S01005104,162,5989,5720,5979,3571,5230,4607
http://statistics.gov.scot/id/statistical-geography/S01005105,S01005105,4230,4868,3811,4491,4688,3779,4577
http://statistics.gov.scot/id/statistical-geography/S01005106,S01005106,3998,3440,3480,3202,4862,2825,3606
http://statistics.gov.scot/id/statistical-geography/S01005107,S01005107,2898,4781,6133,5451,5244,5491,5967
http://statistics.gov.scot/id/statistical-geography/S01005108,S01005108,3678,3848,4982,4974,2425,3666,4606
http://statistics.gov.scot/id/statistical-geography/S01005109,S01005109,322,5023,5132,5153,4064,5427,4527
http://statistics.gov.scot/id/statistical-geography/S01005110,S01005110,520,5227,4892,5688,2779,4381,4334
http://statistics.gov.scot/id/statistical-geography/S01005111,S01005111,978,4211,4623,5653,4340,4761,4592
http://statistics.gov.scot/id/statistical-geography/S01005112,S01005112,69,5289,6002,5927,2548,5606,4371
http://statistics.gov.scot/id/statistical-geography/S01005113,S01005113,3229,2535,3846,4261,2871,3964,3945
http://statistics.gov.scot/id/statistical-geography/S01005114,S01005114,6214,1732,2914,4051,1115,1532,2428
http://statistics.gov.scot/id/statistical-geography/S01005115,S01005115,565,4632,3271,5334,2846,3292,3363
http://statistics.gov.scot/id/statistical-geography/S01005116,S01005116,364,3087,4609,4853,2738,3908,3544
http://statistics.gov.scot/id/statistical-geography/S01005117,S01005117,447,5852,4443,4538,4227,2997,3675
http://statistics.gov.scot/id/statistical-geography/S01005118,S01005118,3527,5482,4608,4107,4073,4199,4932
http://statistics.gov.scot/id/statistical-geography/S01005119,S01005119,704,6363,5548,5425,6253,5169,5224
http://statistics.gov.scot/id/statistical-geography/S01005120,S01005120,1663,5233,3602,5596,5182,3167,4060
http://statistics.gov.scot/id/statistical-geography/S01005121,S01005121,894,5287,4857,4859,2831,5098,4672
http://statistics.gov.scot/id/statistical-geography/S01005122,S01005122,2638,4603,4182,4999,5053,4673,4885
http://statistics.gov.scot/id/statistical-geography/S01005123,S01005123,2281,5061,4239,4303,5830,5320,5017
http://statistics.gov.scot/id/statistical-geography/S01005124,S01005124,5074,4080,3204,4958,4179,4047,4418
http://statistics.gov.scot/id/statistical-geography/S01005125,S01005125,6397,2896,2966,3636,1339,1810,2805
http://statistics.gov.scot/id/statistical-geography/S01005126,S01005126,2498,4972,4487,4917,4105,4306,4822
http://statistics.gov.scot/id/statistical-geography/S01005127,S01005127,4869,1289,1065,1069,3745,463,892
http://statistics.gov.scot/id/statistical-geography/S01005128,S01005128,6211,4105,5549,5529,3647,4868,5764
http://statistics.gov.scot/id/statistical-geography/S01005129,S01005129,4133,2918,3478,4284,2605,2329,3323
http://statistics.gov.scot/id/statistical-geography/S01005130,S01005130,3978,1492,1484,2159,1850,629,1205
http://statistics.gov.scot/id/statistical-geography/S01005131,S01005131,2567,3367,5118,5010,4120,4642,4890
http://statistics.gov.scot/id/statistical-geography/S01005132,S01005132,5452,3949,3681,5459,4700,3821,4649
http://statistics.gov.scot/id/statistical-geography/S01005133,S01005133,451,4363,4791,4358,4220,4073,3954
http://statistics.gov.scot/id/statistical-geography/S01005134,S01005134,5925,3841,3181,4582,3162,3352,4045
